NPI,Gender,State,Credentials,Specialty,ACETAMINOPHEN,CARISOPRODOL,FENTANYL,HYDROCODONE,HYDROMORPHONE,METHADONE,MORPHINE,MORPHINE,OXYCODONE,OXYCODONE,OXYCONTIN,TRAMADOL,Opioid,Total_Opioids
1790933414,M,IN,DDS,Dentist,0,0,0,18,0,0,0,0,0,0,0,0,1,18.0
1760682660,M,AZ,MD,Surgery,0,0,0,13,0,0,0,0,0,0,0,0,1,13.0
1184683062,F,NC,PAC,Physician Assistant,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1760590640,M,PA,MD,Anesthesiology,0,210,42,455,68,95,31,82,172,1013,23,22,1,2213.0
1467405076,F,NY,NP,Nurse Practitioner,0,0,19,0,18,0,0,0,65,22,27,32,1,183.0
1538132972,M,CT,MD,Urology,0,0,0,0,0,0,0,0,16,0,0,0,1,16.0
1003830530,M,NC,MD,Internal Medicine,0,0,20,87,0,0,0,0,19,0,0,149,1,275.0
1548208671,M,TX,MD,Emergency Medicine,0,0,0,92,0,0,0,0,0,0,0,85,1,177.0
1881906360,M,TN,DDS,Dentist,0,0,0,39,0,0,0,0,0,0,0,0,1,39.0
1881659720,F,SD,PAC,Physician Assistant,43,0,12,13,0,0,0,0,21,0,0,85,1,174.0
1003982463,M,NY,MD,Orthopaedic Surgery,0,0,0,25,13,23,0,38,66,23,58,0,1,246.0
1164480455,F,NC,,Family Practice,0,0,0,0,0,0,0,0,0,0,0,16,1,16.0
1013011394,M,IL,MD,Family Practice,18,0,16,143,0,0,0,0,0,0,14,32,1,223.0
1548223779,M,GA,MD,Internal Medicine,0,0,0,99,0,0,0,0,0,0,0,85,1,184.0
1497746069,F,TX,MD,Family Practice,0,0,0,36,0,0,0,0,0,0,0,17,1,53.0
1851585798,F,IL,MD,Rheumatology,0,0,0,24,0,0,0,0,0,0,0,26,1,50.0
1205059060,M,SC,DDS,Dentist,0,0,0,28,0,0,0,0,0,0,0,0,1,28.0
1750361549,M,MI,DO,Cardiology,0,0,0,15,0,0,0,0,0,0,0,13,1,28.0
1720052228,M,SD,MD,Family Practice,0,0,40,98,0,0,0,40,13,0,0,57,1,248.0
1588754915,M,TX,DDS,Oral Surgery (dentists only),17,0,0,55,0,0,0,0,0,0,0,0,1,72.0
1215091889,M,NY,MD,Internal Medicine,0,0,0,12,0,0,0,0,20,0,0,0,1,32.0
1003890948,M,PA,MD,Emergency Medicine,0,0,0,38,0,0,0,0,0,0,0,0,1,38.0
1548290836,F,SC,MD,Emergency Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1437188596,M,OH,MD,Neurosurgery,0,0,0,13,0,0,0,0,22,0,0,0,1,35.0
1366459075,M,CA,MD,General Practice,86,16,0,178,0,0,0,0,0,0,0,28,1,308.0
1629116488,M,NC,MD,Internal Medicine,48,0,38,89,0,0,0,26,24,29,0,49,1,303.0
1033141635,M,KS,MD,Vascular Surgery,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1578835922,F,IN,FNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,81,1,81.0
1871574525,M,MO,MD,Internal Medicine,21,11,16,122,0,0,0,0,0,26,0,372,1,568.0
1942528112,F,TX,MD,Internal Medicine,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1942328802,F,NY,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1689721474,M,WV,MD,Psychiatry,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1225073398,M,WA,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,12,1,12.0
1477638153,F,TX,MD,Internal Medicine,0,0,0,57,0,0,0,0,0,0,0,27,1,84.0
1750669925,M,MI,MD,Emergency Medicine,0,0,0,24,0,0,0,0,0,0,0,0,1,24.0
1952388977,F,TN,MD,Urology,0,0,0,84,0,0,0,0,26,0,0,0,1,110.0
1912218066,F,SC,MD,Internal Medicine,0,0,0,27,0,0,0,0,29,0,0,15,1,71.0
1235489535,F,TX,FNPBCNPC,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,25,1,25.0
1104088772,F,MD,MD,Emergency Medicine,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1942425350,F,TX,MD,Surgical Oncology,0,0,0,24,0,0,0,0,0,0,0,0,1,24.0
1679542807,M,NC,MD,Family Practice,21,0,24,322,0,0,0,13,73,0,0,148,1,601.0
1912091067,M,CA,MD,Cardiology,36,0,0,56,0,0,0,0,0,0,0,42,1,134.0
1669535258,F,CA,PAC,Physician Assistant,0,0,0,165,0,0,0,0,0,0,0,17,1,182.0
1871601948,F,ME,APRN,Nurse Practitioner,0,0,0,16,0,12,0,32,0,60,20,30,1,170.0
1912951435,M,FL,MD,Emergency Medicine,0,23,0,33,0,0,0,0,0,0,0,90,1,146.0
1154611416,M,CA,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1679868855,M,SC,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1154330579,M,PA,MD,Orthopedic Surgery,0,0,0,0,0,0,0,0,30,0,0,0,1,30.0
1134449671,F,IA,MD,Emergency Medicine,0,0,0,25,0,0,0,0,0,0,0,0,1,25.0
1598870271,M,NJ,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1326007113,M,TN,MD,Family Practice,0,0,0,102,0,0,0,0,19,0,0,88,1,209.0
1710198072,M,GA,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1073512703,M,IN,MD,Family Practice,17,0,35,240,0,0,0,0,32,0,0,64,1,388.0
1730103862,M,CT,MD,Orthopedic Surgery,13,0,0,86,0,0,0,0,0,52,0,65,1,216.0
1659378115,M,OH,MD,Family Practice,33,0,0,0,0,0,0,0,25,0,0,0,1,58.0
1588608970,M,MO,MD,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1053337709,F,TX,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,17,1,17.0
1841276284,F,FL,MD,"Neuromusculoskeletal Medicine, Sports Medicine",0,0,14,14,94,278,52,96,0,413,38,0,1,999.0
1316983794,F,TX,PA,Physician Assistant,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1396828844,M,CA,,Cardiology,0,0,0,0,0,0,0,0,0,0,0,119,1,119.0
1356526214,F,HI,MD,General Surgery,0,0,0,21,0,0,0,0,0,0,0,0,1,21.0
1679875678,F,WA,PHARMD,Pharmacist,0,0,12,13,0,0,0,0,0,53,37,0,1,115.0
1427498781,M,NY,MBBS,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1992754659,F,OH,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,12,0,0,0,1,12.0
1184624769,F,CA,MD,Urology,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1619973633,M,NC,DDS,Maxillofacial Surgery,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1255447728,M,FL,MD,Emergency Medicine,0,0,0,27,0,0,0,0,12,0,0,16,1,55.0
1639148091,F,PA,MD,Internal Medicine,27,0,11,42,0,0,0,0,0,33,0,38,1,151.0
1457573917,F,IN,MD,Plastic and Reconstructive Surgery,0,0,0,0,0,0,0,0,0,0,0,12,1,12.0
1235255332,M,OH,MD,Physical Medicine and Rehabilitation,0,0,0,17,0,0,0,0,33,11,0,0,1,61.0
1801091467,F,ND,MD,Internal Medicine,0,0,0,0,0,0,0,0,20,0,0,0,1,20.0
1740383306,M,NM,DMD,Dentist,0,0,0,16,0,0,0,0,0,0,0,0,1,16.0
1437226974,M,GA,MD,Internal Medicine,0,0,0,0,0,0,0,15,17,0,0,0,1,32.0
1396769618,M,NC,MD,Medical Oncology,0,0,38,80,0,0,0,0,0,12,0,0,1,130.0
1063445146,F,GA,MD,Family Practice,0,0,26,43,0,0,0,0,0,0,0,17,1,86.0
1346364502,F,IL,MD,Family Practice,0,0,0,0,0,0,12,0,0,0,0,0,1,12.0
1245473156,M,MO,MD,General Surgery,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1245454008,M,CA,DDS,Dentist,0,0,0,13,0,0,0,0,0,0,0,0,1,13.0
1801864327,M,WA,MD,Emergency Medicine,0,0,0,62,0,0,0,0,12,59,0,11,1,144.0
1093801359,M,ND,MD,Hematology/Oncology,0,0,0,0,0,0,0,0,39,0,0,0,1,39.0
1760561963,M,IA,PA,Physician Assistant,0,0,14,40,0,0,0,0,0,0,0,26,1,80.0
1528202520,M,CA,DO,Emergency Medicine,0,0,0,55,0,0,0,0,0,0,0,0,1,55.0
1750355889,M,GA,MD,Emergency Medicine,0,0,0,30,0,0,0,0,0,0,0,0,1,30.0
1871909622,F,ME,FNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1659711547,F,GA,,Urology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1437262474,M,CA,MD,Internal Medicine,59,192,17,1255,0,13,0,27,163,27,0,113,1,1866.0
1326022468,M,MN,DO,Family Practice,0,0,0,27,0,0,0,0,29,32,16,0,1,104.0
1316933120,M,IL,MD,Orthopedic Surgery,0,0,0,62,0,0,0,0,11,0,0,0,1,73.0
1396896494,F,ID,FNP,Nurse Practitioner,0,0,15,148,0,24,0,28,0,0,0,50,1,265.0
1245499052,F,PA,DO,Family Practice,0,0,13,12,0,0,0,0,24,0,0,45,1,94.0
1700860913,M,GA,MD,Emergency Medicine,0,0,18,530,0,0,0,0,23,29,0,257,1,857.0
1114024379,F,MA,MD,Rheumatology,0,0,0,0,0,0,0,0,0,0,0,40,1,40.0
1497921621,M,MI,MD,Internal Medicine,0,0,0,22,0,0,0,0,0,0,0,0,1,22.0
1326028515,M,FL,MD,Internal Medicine,14,0,24,52,0,0,0,0,157,16,0,28,1,291.0
1245522259,M,PA,MD,General Surgery,0,0,0,0,0,0,0,0,17,0,0,0,1,17.0
1396809885,F,MA,MD,Ophthalmology,66,0,0,0,0,0,0,0,0,0,0,0,1,66.0
1942220702,F,OK,MD,Rheumatology,12,0,0,80,0,0,0,0,0,0,0,62,1,154.0
1952532327,M,PA,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1891750840,M,TX,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,26,1,26.0
1346209848,M,SC,MD,Otolaryngology,0,0,0,33,0,0,0,0,0,0,0,0,1,33.0
1316964364,M,SC,MD,Internal Medicine,0,20,0,250,0,0,0,29,67,0,17,185,1,568.0
1366648511,F,AR,MD,Family Practice,0,0,0,15,0,0,0,0,0,0,0,13,1,28.0
1356361620,M,OH,DO,Family Practice,0,0,12,75,0,0,0,0,18,0,0,106,1,211.0
1255508354,M,MI,MD,Emergency Medicine,0,0,0,22,0,0,0,0,12,0,0,0,1,34.0
1548603046,M,TX,MDPHD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1447343579,F,KS,MD,Family Practice,0,0,0,24,0,0,0,0,0,0,0,0,1,24.0
1821062555,F,PA,MD,Emergency Medicine,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1871779488,F,KY,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1093898397,M,FL,MD,Family Practice,0,0,0,81,0,0,0,0,23,0,0,37,1,141.0
1033264072,M,GU,MD,Family Practice,17,0,0,0,0,0,0,0,0,0,0,0,1,17.0
1154447415,M,TX,DDSMSD,Oral Surgery (dentists only),11,0,0,37,0,0,0,0,0,0,0,0,1,48.0
1871585166,M,MI,MD,Neurology,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1952594616,F,TX,DO,Family Practice,0,0,0,50,0,0,0,0,0,0,0,22,1,72.0
1275512360,F,VA,DO,Family Practice,0,0,0,14,0,0,0,0,0,0,0,18,1,32.0
1659399269,F,NV,MD,Family Practice,0,0,0,45,0,0,0,0,21,0,0,21,1,87.0
1639194681,M,CA,MD,General Surgery,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1760829444,F,MI,DDS,Dentist,0,0,0,22,0,0,0,0,0,0,0,0,1,22.0
1386895522,F,OR,,Physician Assistant,0,0,0,19,0,0,0,0,0,27,0,0,1,46.0
1326001652,M,AR,MD,Family Practice,37,0,0,153,0,0,0,23,0,0,0,64,1,277.0
1124164249,M,PR,MD,Psychiatry,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1568498913,F,MN,NP,Nurse Practitioner,0,0,27,74,0,71,36,12,15,147,58,40,1,480.0
1952473290,M,IN,MD,Internal Medicine,28,0,62,614,0,0,14,22,145,12,0,189,1,1086.0
1386776797,M,NJ,MD,Cardiology,0,0,0,0,0,0,0,0,24,0,0,27,1,51.0
1154382802,M,AR,MD,Urology,0,0,0,157,0,0,0,0,13,0,0,32,1,202.0
1700854395,M,MI,MD,Urology,0,0,0,57,0,0,0,0,0,0,0,16,1,73.0
1073613246,F,NY,MD,Interventional Pain Management,0,0,0,15,0,0,0,0,13,44,0,0,1,72.0
1013020569,F,WV,DPM,Podiatry,0,0,0,24,0,0,0,0,23,0,0,0,1,47.0
1881922193,M,MO,DMD,Dentist,0,0,0,51,0,0,0,0,0,0,0,0,1,51.0
1326050493,M,CO,MD,Rheumatology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1164701389,M,OH,DO,Student in an Organized Health Care Education/Training Program,0,0,0,13,0,0,0,0,0,0,0,0,1,13.0
1841424959,F,KY,MD,Emergency Medicine,0,0,0,31,0,0,0,0,0,0,0,0,1,31.0
1578540183,M,TX,MD,Family Practice,0,0,0,17,0,0,0,0,0,0,0,19,1,36.0
1023102803,F,MI,MD,Emergency Medicine,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1508894841,F,WA,MD,Family Practice,0,0,0,29,0,0,0,13,0,0,0,14,1,56.0
1538437611,F,WA,FNPC,Nurse Practitioner,0,0,0,28,0,0,0,0,0,0,0,20,1,48.0
1992704480,M,NY,MD,Orthopedic Surgery,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1316147218,M,TX,DDS,Dentist,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1992751820,M,MN,MD,General Surgery,0,0,0,35,0,0,0,0,0,0,0,0,1,35.0
1740356310,M,IL,MD,Plastic Surgery,0,0,0,15,0,0,0,0,0,0,0,0,1,15.0
1053340869,M,LA,MD,Internal Medicine,0,0,0,62,0,0,0,0,0,0,0,0,1,62.0
1417284100,M,GA,DMD,Dentist,16,0,0,0,0,0,0,0,0,0,0,0,1,16.0
1407875222,M,TN,MD,Internal Medicine,57,0,55,725,0,26,0,310,93,0,0,71,1,1337.0
1861495871,M,VA,MD,Family Practice,0,0,12,0,0,0,0,0,27,0,11,11,1,61.0
1003043928,F,PA,MD,Emergency Medicine,0,0,0,0,0,0,0,0,12,0,0,0,1,12.0
1235373135,M,WA,MD,Family Practice,12,0,0,64,0,0,0,31,20,33,14,0,1,174.0
1922122480,M,IN,DDS,Dentist,0,0,0,20,0,0,0,0,0,0,0,0,1,20.0
1841226776,M,IL,MD,Anesthesiology,0,0,57,117,0,18,22,64,38,37,32,0,1,385.0
1306848973,M,FL,DNPARNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,17,1,17.0
1639159247,M,MI,MD,Internal Medicine,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1578534384,M,MI,DO,Urology,0,0,0,48,0,0,0,0,0,0,0,0,1,48.0
1891087110,F,OR,DNPFNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1780684076,M,TX,MD,Neurology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1649273319,M,IL,MD,Otolaryngology,13,0,0,26,0,0,0,0,0,0,0,0,1,39.0
1780624965,M,OH,MD,Family Practice,0,0,0,29,0,0,0,0,0,0,0,96,1,125.0
1275720542,M,NY,MD,Internal Medicine,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1760482897,M,AZ,MD,Hand Surgery,0,0,0,21,0,0,0,0,11,0,0,0,1,32.0
1861454860,M,OK,DO,Emergency Medicine,0,0,0,23,0,0,0,0,0,0,0,30,1,53.0
1063570182,M,MD,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,13,1,13.0
1114914421,F,NY,MD,Rheumatology,0,0,0,47,0,0,0,0,0,0,0,92,1,139.0
1730142555,F,IN,NPC,Nurse Practitioner,0,0,11,21,0,0,0,0,0,0,0,0,1,32.0
1275566416,M,MT,MD,Emergency Medicine,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1356654289,F,PA,CRNPFNPBCRN,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1437137478,M,IL,MD,Cardiology,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1316048424,M,NC,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,11,0,0,1,11.0
1912097551,M,VA,MD,Hematology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1942377833,M,CA,MD,Physical Medicine and Rehabilitation,0,0,0,22,0,0,0,0,0,0,0,0,1,22.0
1336350040,F,TX,MD,Rheumatology,0,0,0,0,0,0,0,0,0,0,0,11,1,11.0
1235284084,F,NC,MD,Internal Medicine,0,0,0,39,0,0,0,0,14,0,0,21,1,74.0
1083844526,F,MS,FNPBC,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,48,1,48.0
1750693644,M,OH,PAC,Physician Assistant,0,0,0,71,0,0,0,0,21,0,0,0,1,92.0
1407134109,F,MS,DMD,Dentist,17,0,0,32,0,0,0,0,0,0,0,0,1,49.0
1346284478,F,NH,ARNP,Nurse Practitioner,0,0,16,0,0,0,0,0,0,0,0,16,1,32.0
1205098902,F,AZ,MD,Family Practice,28,0,0,0,0,0,21,56,108,19,0,33,1,265.0
1598937070,M,PA,DPM,Podiatry,0,0,0,12,0,0,0,0,52,0,0,0,1,64.0
1467453555,M,MD,MD,Internal Medicine,0,0,0,40,0,0,0,0,12,0,0,11,1,63.0
1265532782,F,MI,PA,Physician Assistant,0,0,0,81,0,0,0,0,11,0,0,0,1,92.0
1609850700,M,CA,,Cardiology,0,0,0,77,0,0,0,0,0,0,0,131,1,208.0
1144256983,F,CA,PA,Physician Assistant,0,0,0,11,0,0,0,0,0,0,0,0,1,11.0
1952306979,F,WI,MD,Rheumatology,0,0,0,64,0,0,0,0,0,14,0,14,1,92.0
1740285170,M,OR,MD,Orthopedic Surgery,0,0,0,142,0,0,0,0,0,91,0,11,1,244.0
1134537962,F,MN,AGNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1386783033,F,CA,MD,Family Practice,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1639109739,M,MS,DO,Pain Management,0,0,18,165,14,0,0,0,22,17,0,67,1,303.0
1639110455,F,AZ,MD,Pain Management,0,0,106,235,45,197,161,388,148,668,244,51,1,2243.0
1265861892,M,UT,PA,Physician Assistant,0,0,0,0,0,0,0,0,0,42,0,0,1,42.0
1861437873,M,OR,DDS,Dentist,0,0,0,18,0,0,0,0,0,0,0,0,1,18.0
1225340359,M,IL,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1932209517,F,NH,NP,Nurse Practitioner,0,12,0,0,0,0,0,0,20,17,0,14,1,63.0
1477742682,M,GA,DMD,Dentist,0,0,0,15,0,0,0,0,0,0,0,0,1,15.0
1497989610,F,IN,DPM,Podiatry,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1902882269,F,OK,ARNP,Nurse Practitioner,0,13,0,24,0,0,0,0,0,0,0,16,1,53.0
1316986441,M,OH,DMD,Dentist,0,0,0,14,0,0,0,0,0,0,0,0,1,14.0
1326071838,M,TX,NP,Nurse Practitioner,0,0,0,39,0,0,0,0,0,0,0,40,1,79.0
1730128091,M,AZ,DP,Family Practice,20,0,0,106,0,0,0,0,37,0,0,106,1,269.0
1538147376,M,NC,MD,Family Practice,0,0,0,221,0,0,0,0,0,27,0,26,1,274.0
1336141142,M,WI,MD,General Surgery,0,0,0,44,0,0,0,0,0,0,0,0,1,44.0
1093742942,M,NY,DO,Emergency Medicine,0,0,0,15,0,0,0,0,42,0,0,13,1,70.0
1750689097,F,KS,ARNP,Nurse Practitioner,0,0,0,26,0,0,0,0,0,0,0,0,1,26.0
1457510844,M,NJ,MD,Orthopedic Surgery,0,0,0,0,0,0,0,0,16,0,0,0,1,16.0
1831166040,M,OH,MD,Physical Medicine and Rehabilitation,0,0,0,19,0,0,0,0,22,12,0,0,1,53.0
1417940784,F,TN,FNP,Nurse Practitioner,0,0,14,409,0,0,0,118,140,0,0,93,1,774.0
1235121633,M,NY,MD,Orthopedic Surgery,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1033160841,M,LA,MD,Family Practice,0,0,0,0,0,0,0,0,11,0,0,0,1,11.0
1023346459,F,CA,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1871558783,M,NJ,MD,Colorectal Surgery (formerly proctology),0,0,0,0,0,0,0,0,82,0,0,0,1,82.0
1245448935,M,WA,DPM,Podiatry,0,0,0,33,0,0,0,0,0,18,0,0,1,51.0
1891807194,M,MA,MD,General Practice,0,66,0,27,0,88,0,84,35,672,0,122,1,1094.0
1023294154,F,TN,RNMSNACNPBC,Nurse Practitioner,0,0,0,0,0,0,0,0,20,0,0,0,1,20.0
1881749208,F,CA,NP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1982634200,F,TX,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1740285287,F,FL,MD,General Practice,0,0,0,39,0,0,0,0,0,0,0,0,1,39.0
1831163682,F,VA,MD,Family Practice,0,0,0,13,0,0,0,0,0,0,0,16,1,29.0
1750316444,M,KY,MD,Cardiac Surgery,0,0,0,65,0,0,0,0,0,0,0,0,1,65.0
1457463838,M,RI,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1487683066,F,TX,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1720132640,M,WA,MD,Emergency Medicine,0,0,0,26,0,0,0,0,0,0,0,0,1,26.0
1871541821,F,VA,DO,Physical Medicine and Rehabilitation,0,0,30,39,0,0,0,29,18,0,0,54,1,170.0
1700821956,M,FL,MD,Internal Medicine,48,0,13,145,0,0,0,0,67,0,0,52,1,325.0
1881620003,M,LA,MD,Family Practice,0,0,0,254,0,0,0,0,0,0,0,270,1,524.0
1912032988,M,IL,MD,General Surgery,0,0,0,75,0,0,0,0,0,0,0,0,1,75.0
1629153739,M,NY,MD,Family Practice,0,0,0,0,0,0,0,0,19,0,0,61,1,80.0
1952639742,F,OK,ARNP,Nurse Practitioner,0,0,0,26,0,0,0,0,0,0,0,0,1,26.0
1023100690,F,NY,,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,17,1,17.0
1023229770,F,LA,MD,Emergency Medicine,0,0,0,13,0,0,0,0,0,0,0,0,1,13.0
1245295369,M,IN,MD,Hematology/Oncology,0,15,20,136,11,93,11,0,18,51,0,0,1,355.0
1851433981,M,MO,DDS,Dentist,0,0,0,22,0,0,0,0,26,0,0,0,1,48.0
1871521070,M,VA,MD,Internal Medicine,0,0,26,283,0,0,0,70,223,42,0,91,1,735.0
1407883150,M,NY,DO,Neurology,0,0,0,31,0,0,0,0,20,0,0,0,1,51.0
1871653345,M,PA,MD,Family Practice,0,0,0,17,0,0,0,0,11,0,0,0,1,28.0
1265427116,M,IN,MD,Emergency Medicine,0,0,0,70,0,0,0,0,19,0,0,0,1,89.0
1407961485,F,CO,MD,Family Practice,0,13,0,13,0,0,0,0,19,16,0,12,1,73.0
1417098013,M,HI,MD,Pulmonary Disease,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1356696181,F,TX,NPC,Nurse Practitioner,0,0,0,12,0,0,0,0,0,0,0,0,1,12.0
1225010366,M,NJ,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,15,1,15.0
1053357871,M,TX,MD,Physical Medicine and Rehabilitation,0,0,0,28,0,0,0,0,0,0,0,0,1,28.0
1912908153,M,CO,DDS,Dentist,0,0,0,25,0,0,0,0,0,0,0,0,1,25.0
1770597379,M,OR,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1891031019,F,AZ,PAC,Physician Assistant,0,0,0,29,0,0,0,0,0,0,0,0,1,29.0
1831396415,F,CA,PAC,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1194913533,M,VA,MD,Internal Medicine,0,0,16,39,17,0,0,17,17,18,18,95,1,237.0
1013040922,F,PR,,General Practice,0,0,0,0,0,0,0,0,0,0,0,85,1,85.0
1093715211,M,GA,MD,General Surgery,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1952349920,M,TX,MD,Hematology/Oncology,0,0,0,52,0,0,0,0,0,16,0,0,1,68.0
1235100660,F,NE,MD,Hematology/Oncology,0,0,0,16,0,0,0,0,0,0,0,0,1,16.0
1245280155,M,IL,MD,Family Practice,0,0,61,175,0,0,0,0,0,0,0,78,1,314.0
1568401024,M,CT,MD,Anesthesiology,0,0,0,0,0,0,0,0,0,0,0,11,1,11.0
1346399516,M,RI,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1780674929,F,WI,PAC,Physician Assistant,0,0,0,190,0,0,0,14,0,0,0,33,1,237.0
1518131085,M,IL,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1639410764,F,OK,APRN,Nurse Practitioner,0,0,0,18,0,0,0,0,0,0,0,0,1,18.0
1033173794,F,MI,MD,Neurology,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1003863697,M,WA,MD,Neurosurgery,0,0,0,26,0,0,0,0,0,24,0,0,1,50.0
1831297621,M,MI,MD,General Surgery,28,0,0,0,0,0,0,0,0,0,0,0,1,28.0
1447453402,F,NC,MD,Dermatology,0,0,0,17,0,0,0,0,0,0,0,0,1,17.0
1619170032,F,MA,MD,Family Practice,0,0,0,0,0,14,0,0,25,0,0,0,1,39.0
1215991989,M,NY,MD,Emergency Medicine,13,0,0,0,0,0,0,0,12,0,0,51,1,76.0
1033143169,F,KY,ARNPBC,Nurse Practitioner,0,0,0,33,0,0,0,0,0,0,0,0,1,33.0
1619049012,M,CA,DMD,Dentist,0,0,0,18,0,0,0,0,0,0,0,0,1,18.0
1104889815,F,PA,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,13,1,13.0
1295751097,F,WA,MD,Emergency Medicine,0,0,0,29,0,0,0,0,0,0,0,0,1,29.0
1841599438,F,FL,MD,Family Practice,0,0,0,15,0,0,0,0,0,0,0,13,1,28.0
1043576366,F,OH,MD,Student in an Organized Health Care Education/Training Program,0,0,0,15,0,0,11,0,11,0,0,0,1,37.0
1992795090,M,NY,MD,Orthopedic Surgery,178,0,0,70,0,0,0,0,18,0,0,264,1,530.0
1558462838,M,NY,DDS,Dentist,0,0,0,0,0,0,0,0,14,0,0,0,1,14.0
1881621688,M,MI,MD,Internal Medicine,17,25,0,213,0,0,0,0,30,0,18,43,1,346.0
1801916044,F,CA,MDMPH,Family Practice,0,0,0,20,0,0,0,0,0,0,0,0,1,20.0
1508809203,F,MI,DO,Emergency Medicine,0,0,0,34,0,0,0,0,0,0,0,0,1,34.0
1750357232,M,MI,MD,Family Practice,38,29,0,669,0,17,0,13,24,0,0,54,1,844.0
1548497225,M,WA,MD,Emergency Medicine,0,0,0,22,0,0,0,0,0,0,0,0,1,22.0
